Route stop,Business,Category,Generated site path,Customization fingerprint,Style rationale,Hero section pattern,21st.dev hero selection,21st.dev hero URL,21st.dev selection rationale,Motion system
70,Tacos Al Vapor,fast_food,websites/bay-area-final-1000/tacos-al-vapor-los-altos,70-tacos-al-vapor-fast-food-animated-image-hero-ni6rag,Custom direction 70-tacos-al-vapor-fast-food-animated-image-hero-ni6rag: Tacos Al Vapor uses Animated Hero Section for a fast food page in Los Altos; palette #4a1f16 / #fff8ed / #d1532f / #1f130f; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Tacos Al Vapor because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
71,Ann's Nails,beauty,websites/bay-area-final-1000/anns-nails-los-altos,71-anns-nails-beauty-studio-split-hero-t0wkpl,Custom direction 71-anns-nails-beauty-studio-split-hero-t0wkpl: Ann's Nails uses Hero Page for a beauty page in Los Altos; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Ann's Nails because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
72,NAR,restaurant,websites/bay-area-final-1000/nar-bay-area,72-nar-restaurant-animated-image-hero-8serlx,Custom direction 72-nar-restaurant-animated-image-hero-8serlx: NAR uses Animated Hero Section for a restaurant page in Bay Area; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to NAR because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
73,ICON Wintow Tint,car_repair,websites/bay-area-final-1000/icon-wintow-tint-mountain-view,73-icon-wintow-tint-car-repair-trust-console-hero-zcw3cm,"Custom direction 73-icon-wintow-tint-car-repair-trust-console-hero-zcw3cm: ICON Wintow Tint uses Hero Section for a car repair page in Mountain View; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to ICON Wintow Tint because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
74,"Liem Tran, DDS",dentist,websites/bay-area-final-1000/liem-tran-dds-bay-area,74-liem-tran-dds-dentist-studio-split-hero-1c0d8hn,"Custom direction 74-liem-tran-dds-dentist-studio-split-hero-1c0d8hn: Liem Tran, DDS uses Hero Page for a dentist page in Bay Area; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Book by phone; content tuned to Patient-friendly appointment context with a clinical visual tone.",studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Liem Tran, DDS because it is a dentist lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
75,Sunny Beauty Salon & Nails,hairdresser,websites/bay-area-final-1000/sunny-beauty-salon-nails-sunnyvale,75-sunny-beauty-salon-nails-hairdresser-studio-split-hero-1hsd3hk,Custom direction 75-sunny-beauty-salon-nails-hairdresser-studio-split-hero-1hsd3hk: Sunny Beauty Salon & Nails uses Hero Page for a hairdresser page in Sunnyvale; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Sunny Beauty Salon & Nails because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
76,Lozano's Brushless Car Wash,car_wash,websites/bay-area-final-1000/lozanos-brushless-car-wash-sunnyvale,76-lozanos-brushless-car-wash-car-wash-trust-console-hero-1pi8kh6,Custom direction 76-lozanos-brushless-car-wash-car-wash-trust-console-hero-1pi8kh6: Lozano's Brushless Car Wash uses Hero Section for a car wash page in Sunnyvale; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Request service; content tuned to A sharper local web presence for customers in Sunnyvale.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Lozano's Brushless Car Wash because it is a car wash lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
77,TC Accounting,accountant,websites/bay-area-final-1000/tc-accounting-sunnyvale,77-tc-accounting-accountant-trust-console-hero-dn63cv,"Custom direction 77-tc-accounting-accountant-trust-console-hero-dn63cv: TC Accounting uses Hero Section for a accountant page in Sunnyvale; palette #1f2937 / #f8fafc / #2563eb / #0f172a; primary action Call now; content tuned to Calm, direct accounting access for Sunnyvale clients.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to TC Accounting because it is a accountant lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
78,Noodle Talk,restaurant,websites/bay-area-final-1000/noodle-talk-bay-area,78-noodle-talk-restaurant-animated-image-hero-1n52jts,Custom direction 78-noodle-talk-restaurant-animated-image-hero-1n52jts: Noodle Talk uses Animated Hero Section for a restaurant page in Bay Area; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Noodle Talk because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
79,Hendy Auto Services,car_repair,websites/bay-area-final-1000/hendy-auto-services-bay-area,79-hendy-auto-services-car-repair-trust-console-hero-1dfq4y3,"Custom direction 79-hendy-auto-services-car-repair-trust-console-hero-1dfq4y3: Hendy Auto Services uses Hero Section for a car repair page in Bay Area; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Hendy Auto Services because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
80,TJ Automotive,car_repair,websites/bay-area-final-1000/tj-automotive-sunnyvale,80-tj-automotive-car-repair-trust-console-hero-7y6z67,"Custom direction 80-tj-automotive-car-repair-trust-console-hero-7y6z67: TJ Automotive uses Hero Section for a car repair page in Sunnyvale; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to TJ Automotive because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
81,Famous Food Restaurant,restaurant,websites/bay-area-final-1000/famous-food-restaurant-bay-area,81-famous-food-restaurant-restaurant-animated-image-hero-yxszik,Custom direction 81-famous-food-restaurant-restaurant-animated-image-hero-yxszik: Famous Food Restaurant uses Animated Hero Section for a restaurant page in Bay Area; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Famous Food Restaurant because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
82,Taqueria Patzcuaro,fast_food,websites/bay-area-final-1000/taqueria-patzcuaro-sunnyvale,82-taqueria-patzcuaro-fast-food-animated-image-hero-je6wsk,Custom direction 82-taqueria-patzcuaro-fast-food-animated-image-hero-je6wsk: Taqueria Patzcuaro uses Animated Hero Section for a fast food page in Sunnyvale; palette #4a1f16 / #fff8ed / #d1532f / #1f130f; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Taqueria Patzcuaro because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
83,Pearly Bright Dental,dentist,websites/bay-area-final-1000/pearly-bright-dental-bay-area,83-pearly-bright-dental-dentist-studio-split-hero-o2zxg9,Custom direction 83-pearly-bright-dental-dentist-studio-split-hero-o2zxg9: Pearly Bright Dental uses Hero Page for a dentist page in Sunnyvale; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Book by phone; content tuned to Patient-friendly appointment context with a clinical visual tone.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Pearly Bright Dental because it is a dentist lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
84,Thai pepper cuisine,restaurant,websites/bay-area-final-1000/thai-pepper-cuisine-sunnyvale,84-thai-pepper-cuisine-restaurant-animated-image-hero-18m3rbl,Custom direction 84-thai-pepper-cuisine-restaurant-animated-image-hero-18m3rbl: Thai pepper cuisine uses Animated Hero Section for a restaurant page in Sunnyvale; palette #3d2c1f / #fbf7f0 / #b7794f / #1f160f; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Thai pepper cuisine because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
85,Super Burrito,fast_food,websites/bay-area-final-1000/super-burrito-sunnyvale,85-super-burrito-fast-food-animated-image-hero-17h74u,Custom direction 85-super-burrito-fast-food-animated-image-hero-17h74u: Super Burrito uses Animated Hero Section for a fast food page in Sunnyvale; palette #4a1f16 / #fff8ed / #d1532f / #1f130f; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Super Burrito because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
86,Bento Express,fast_food,websites/bay-area-final-1000/bento-express-bay-area,86-bento-express-fast-food-animated-image-hero-wt2931,Custom direction 86-bento-express-fast-food-animated-image-hero-wt2931: Bento Express uses Animated Hero Section for a fast food page in Bay Area; palette #4a1f16 / #fff8ed / #d1532f / #1f130f; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Bento Express because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
87,Tasty Pizza,fast_food,websites/bay-area-final-1000/tasty-pizza-cupertino,87-tasty-pizza-fast-food-animated-image-hero-58qmhp,Custom direction 87-tasty-pizza-fast-food-animated-image-hero-58qmhp: Tasty Pizza uses Animated Hero Section for a fast food page in Cupertino; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Tasty Pizza because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
88,The X-Pot,restaurant,websites/bay-area-final-1000/the-x-pot-cupertino,88-the-x-pot-restaurant-animated-image-hero-jryk3q,Custom direction 88-the-x-pot-restaurant-animated-image-hero-jryk3q: The X-Pot uses Animated Hero Section for a restaurant page in Cupertino; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to The X-Pot because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
89,Hummingbird Day Spa,beauty,websites/bay-area-final-1000/hummingbird-day-spa-cupertino,89-hummingbird-day-spa-beauty-studio-split-hero-ruymia,Custom direction 89-hummingbird-day-spa-beauty-studio-split-hero-ruymia: Hummingbird Day Spa uses Hero Page for a beauty page in Cupertino; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Hummingbird Day Spa because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
90,"John K. S. Tong, D.D.S.",dentist,websites/bay-area-final-1000/john-k-s-tong-dds-cupertino,90-john-k-s-tong-dds-dentist-studio-split-hero-w2sfvc,"Custom direction 90-john-k-s-tong-dds-dentist-studio-split-hero-w2sfvc: John K. S. Tong, D.D.S. uses Hero Page for a dentist page in Cupertino; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Book by phone; content tuned to Patient-friendly appointment context with a clinical visual tone.",studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to John K. S. Tong, D.D.S. because it is a dentist lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
91,Sushi Kuni,restaurant,websites/bay-area-final-1000/sushi-kuni-cupertino,91-sushi-kuni-restaurant-animated-image-hero-1hdqevr,Custom direction 91-sushi-kuni-restaurant-animated-image-hero-1hdqevr: Sushi Kuni uses Animated Hero Section for a restaurant page in Cupertino; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Sushi Kuni because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
92,Calihair,hairdresser,websites/bay-area-final-1000/calihair-cupertino,92-calihair-hairdresser-studio-split-hero-1i9ahfk,Custom direction 92-calihair-hairdresser-studio-split-hero-1i9ahfk: Calihair uses Hero Page for a hairdresser page in Cupertino; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Calihair because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
93,"Family & Cosmetic Dentistry Ellen Peng, D.d.s.",dentist,websites/bay-area-final-1000/family-cosmetic-dentistry-ellen-peng-dds-bay-area,93-family-cosmetic-dentistry-ellen--dentist-studio-split-hero-1c06c4z,"Custom direction 93-family-cosmetic-dentistry-ellen--dentist-studio-split-hero-1c06c4z: Family & Cosmetic Dentistry Ellen Peng, D.d.s. uses Hero Page for a dentist page in Bay Area; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Book by phone; content tuned to Patient-friendly appointment context with a clinical visual tone.",studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Family & Cosmetic Dentistry Ellen Peng, D.d.s. because it is a dentist lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
94,Nails A-1,beauty,websites/bay-area-final-1000/nails-a-1-san-jose,94-nails-a-1-beauty-studio-split-hero-wr4fmg,Custom direction 94-nails-a-1-beauty-studio-split-hero-wr4fmg: Nails A-1 uses Hero Page for a beauty page in San Jose; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Nails A-1 because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
95,Royal Skincare & Hair Design,hairdresser,websites/bay-area-final-1000/royal-skincare-hair-design-san-jose,95-royal-skincare-hair-design-hairdresser-studio-split-hero-kul97y,Custom direction 95-royal-skincare-hair-design-hairdresser-studio-split-hero-kul97y: Royal Skincare & Hair Design uses Hero Page for a hairdresser page in San Jose; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Royal Skincare & Hair Design because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
96,What the Falafel,restaurant,websites/bay-area-final-1000/what-the-falafel-san-jose,96-what-the-falafel-restaurant-animated-image-hero-wlcm9o,Custom direction 96-what-the-falafel-restaurant-animated-image-hero-wlcm9o: What the Falafel uses Animated Hero Section for a restaurant page in San Jose; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to What the Falafel because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
97,Kiely 2 Wash & Dry,laundry,websites/bay-area-final-1000/kiely-2-wash-dry-san-jose,97-kiely-2-wash-dry-laundry-trust-console-hero-h8k0e3,Custom direction 97-kiely-2-wash-dry-laundry-trust-console-hero-h8k0e3: Kiely 2 Wash & Dry uses Hero Section for a laundry page in San Jose; palette #1f3a5f / #f5f9ff / #38bdf8 / #0f172a; primary action Call now; content tuned to Utility-first service information for drop-off decisions.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Kiely 2 Wash & Dry because it is a laundry lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
98,Goody Goody,pet,websites/bay-area-final-1000/goody-goody-san-jose,98-goody-goody-pet-animated-image-hero-7x6nl9,Custom direction 98-goody-goody-pet-animated-image-hero-7x6nl9: Goody Goody uses Animated Hero Section for a pet page in San Jose; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call now; content tuned to A sharper local web presence for customers in San Jose.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Goody Goody because it is a pet lead and the page needs call now conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
99,Synergy Personal Training,fitness_centre,websites/bay-area-final-1000/synergy-personal-training-san-jose,99-synergy-personal-training-fitness-centre-studio-split-hero-asjlr4,Custom direction 99-synergy-personal-training-fitness-centre-studio-split-hero-asjlr4: Synergy Personal Training uses Hero Page for a fitness centre page in San Jose; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call now; content tuned to A sharper local web presence for customers in San Jose.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Synergy Personal Training because it is a fitness centre lead and the page needs call now conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
100,Amatos Cheesesteaks,fast_food,websites/bay-area-final-1000/amatos-cheesesteaks-san-jose,100-amatos-cheesesteaks-fast-food-animated-image-hero-x0rhc5,Custom direction 100-amatos-cheesesteaks-fast-food-animated-image-hero-x0rhc5: Amatos Cheesesteaks uses Animated Hero Section for a fast food page in San Jose; palette #4a1f16 / #fff8ed / #d1532f / #1f130f; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Amatos Cheesesteaks because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
101,Formosa Aroma,cafe,websites/bay-area-final-1000/formosa-aroma-san-jose,101-formosa-aroma-cafe-animated-image-hero-1cbllef,Custom direction 101-formosa-aroma-cafe-animated-image-hero-1cbllef: Formosa Aroma uses Animated Hero Section for a cafe page in San Jose; palette #3d2c1f / #fbf7f0 / #b7794f / #1f160f; primary action Call for menu; content tuned to Coffee-shop warmth with fast answers for nearby customers.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Formosa Aroma because it is a cafe lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
102,Campbell Everyday Smog - Star Station,car_repair,websites/bay-area-final-1000/campbell-everyday-smog-star-station-bay-area,102-campbell-everyday-smog-star-stat-car-repair-trust-console-hero-kck052,"Custom direction 102-campbell-everyday-smog-star-stat-car-repair-trust-console-hero-kck052: Campbell Everyday Smog - Star Station uses Hero Section for a car repair page in Bay Area; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Campbell Everyday Smog - Star Station because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
103,Two Pesos Taqueria,restaurant,websites/bay-area-final-1000/two-pesos-taqueria-los-gatos,103-two-pesos-taqueria-restaurant-animated-image-hero-1123tqa,Custom direction 103-two-pesos-taqueria-restaurant-animated-image-hero-1123tqa: Two Pesos Taqueria uses Animated Hero Section for a restaurant page in Los Gatos; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Two Pesos Taqueria because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
104,Rural Supply,hardware,websites/bay-area-final-1000/rural-supply-los-gatos,104-rural-supply-hardware-trust-console-hero-vh7ux0,Custom direction 104-rural-supply-hardware-trust-console-hero-vh7ux0: Rural Supply uses Hero Section for a hardware page in Los Gatos; palette #3d2c1f / #fbf7f0 / #b7794f / #1f160f; primary action Call now; content tuned to A sharper local web presence for customers in Los Gatos.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Rural Supply because it is a hardware lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
105,T-Bird's Pizza,restaurant,websites/bay-area-final-1000/t-birds-pizza-los-gatos,105-t-birds-pizza-restaurant-animated-image-hero-yc3l2b,Custom direction 105-t-birds-pizza-restaurant-animated-image-hero-yc3l2b: T-Bird's Pizza uses Animated Hero Section for a restaurant page in Los Gatos; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to T-Bird's Pizza because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
